motor,tamano,nivel,archivo,esperado,leido,confianza,corregido,formato,ok,tiempo_seg
easyocr,grande,medio,grande_v2_KGF480_deg_medio.jpg,KGF480,KGF480,0.998,KGF480,viejo,True,0.447
easyocr,grande,fuerte,grande_v2_QW372ZP_deg_fuerte.jpg,QW372ZP,0872,0.007,0872,,False,0.516
easyocr,grande,leve,grande_v2_QW372ZP_deg_leve.jpg,QW372ZP,QW372ZP,0.683,QW372ZP,mercosur,True,0.501
easyocr,grande,medio,grande_v2_QW372ZP_deg_medio.jpg,QW372ZP,QH372ZP,0.82,QH372ZP,mercosur,False,0.594
easyocr,grande,fuerte,grande_v2_VNH615_deg_fuerte.jpg,VNH615,40415,0.052,40415,,False,0.511
easyocr,grande,leve,grande_v2_VNH615_deg_leve.jpg,VNH615,VNH615,1.0,VNH615,viejo,True,0.457
easyocr,grande,medio,grande_v2_VNH615_deg_medio.jpg,VNH615,VNH615,1.0,VNH615,viejo,True,0.461
easyocr,grande,fuerte,grande_v3_DL908XR_deg_fuerte.jpg,DL908XR,DL908XR,0.933,DL908XR,mercosur,True,3.549
easyocr,grande,leve,grande_v3_DL908XR_deg_leve.jpg,DL908XR,DL98XR,0.8,DL98XR,,False,3.556
easyocr,grande,medio,grande_v3_DL908XR_deg_medio.jpg,DL908XR,DL908XR,1.0,DL908XR,mercosur,True,4.06
easyocr,grande,fuerte,grande_v3_KGF480_deg_fuerte.jpg,KGF480,73KGF480,0.708,73KGF480,,False,3.451
easyocr,grande,leve,grande_v3_KGF480_deg_leve.jpg,KGF480,KGF480,0.999,KGF480,viejo,True,3.306
easyocr,grande,medio,grande_v3_KGF480_deg_medio.jpg,KGF480,KGF480,1.0,KGF480,viejo,True,3.587
easyocr,grande,fuerte,grande_v3_QW372ZP_deg_fuerte.jpg,QW372ZP,QW372ZP,0.928,QW372ZP,mercosur,True,3.205
easyocr,grande,leve,grande_v3_QW372ZP_deg_leve.jpg,QW372ZP,QW372ZP,0.834,QW372ZP,mercosur,True,3.411
easyocr,grande,medio,grande_v3_QW372ZP_deg_medio.jpg,QW372ZP,QW372ZP,0.931,QW372ZP,mercosur,True,3.47
easyocr,grande,fuerte,grande_v3_VNH615_deg_fuerte.jpg,VNH615,8RVNH615,0.552,8RVNH615,,False,3.275
easyocr,grande,leve,grande_v3_VNH615_deg_leve.jpg,VNH615,VNH615,0.984,VNH615,viejo,True,3.127
easyocr,grande,medio,grande_v3_VNH615_deg_medio.jpg,VNH615,VNH615,1.0,VNH615,viejo,True,3.803
easyocr,media,fuerte,media_v1_BJ741CY_deg_fuerte.jpg,BJ741CY,0J741CY,0.636,OJ741CY,mercosur,False,1.467
easyocr,media,leve,media_v1_BJ741CY_deg_leve.jpg,BJ741CY,BJ741CY,0.981,BJ741CY,mercosur,True,1.313
easyocr,media,medio,media_v1_BJ741CY_deg_medio.jpg,BJ741CY,BJ741CY,0.999,BJ741CY,mercosur,True,1.501
easyocr,media,fuerte,media_v1_MPT236_deg_fuerte.jpg,MPT236,MPT236,0.75,MPT236,viejo,True,1.373
easyocr,media,leve,media_v1_MPT236_deg_leve.jpg,MPT236,MPT236,0.87,MPT236,viejo,True,1.577
easyocr,media,medio,media_v1_MPT236_deg_medio.jpg,MPT236,MPT236,1.0,MPT236,viejo,True,1.369
easyocr,media,fuerte,media_v1_RE483UK_deg_fuerte.jpg,RE483UK,FE483UK,0.351,FE483UK,mercosur,False,1.119
easyocr,media,leve,media_v1_RE483UK_deg_leve.jpg,RE483UK,RE483UK,1.0,RE483UK,mercosur,True,1.267
easyocr,media,medio,media_v1_RE483UK_deg_medio.jpg,RE483UK,RE483UK,0.998,RE483UK,mercosur,True,1.128
easyocr,media,fuerte,media_v1_XSO059_deg_fuerte.jpg,XSO059,XSO059,0.941,XSO059,viejo,True,1.129
easyocr,media,leve,media_v1_XSO059_deg_leve.jpg,XSO059,XSO059,0.998,XSO059,viejo,True,1.225
easyocr,media,medio,media_v1_XSO059_deg_medio.jpg,XSO059,XSO059,0.913,XSO059,viejo,True,1.256
easyocr,media,fuerte,media_v2_BJ741CY_deg_fuerte.jpg,BJ741CY,,0.0,,,False,0.244
easyocr,media,leve,media_v2_BJ741CY_deg_leve.jpg,BJ741CY,BJ741CY,0.965,BJ741CY,mercosur,True,0.346
easyocr,media,medio,media_v2_BJ741CY_deg_medio.jpg,BJ741CY,0J761C,0.341,OJ761C,,False,0.327
easyocr,media,fuerte,media_v2_MPT236_deg_fuerte.jpg,MPT236,348,0.023,348,,False,0.372
easyocr,media,leve,media_v2_MPT236_deg_leve.jpg,MPT236,MPT236,0.999,MPT236,viejo,True,0.355
easyocr,media,medio,media_v2_MPT236_deg_medio.jpg,MPT236,HPT236,0.877,HPT236,viejo,False,0.346
easyocr,media,fuerte,media_v2_RE483UK_deg_fuerte.jpg,RE483UK,,0.0,,,False,0.244
easyocr,media,leve,media_v2_RE483UK_deg_leve.jpg,RE483UK,RE483UK,1.0,RE483UK,mercosur,True,0.337
easyocr,media,medio,media_v2_RE483UK_deg_medio.jpg,RE483UK,RE483UK,0.826,RE483UK,mercosur,True,0.345
easyocr,media,fuerte,media_v2_XSO059_deg_fuerte.jpg,XSO059,0,0.062,0,,False,0.34
easyocr,media,leve,media_v2_XSO059_deg_leve.jpg,XSO059,XSO059,0.999,XSO059,viejo,True,0.303
easyocr,media,medio,media_v2_XSO059_deg_medio.jpg,XSO059,XSO059,0.984,XSO059,viejo,True,0.314
easyocr,mini,fuerte,mini_v1_JOK251_deg_fuerte.jpg,JOK251,L5,0.007,L5,,False,0.599
easyocr,mini,leve,mini_v1_JOK251_deg_leve.jpg,JOK251,JOK251,1.0,JOK251,viejo,True,0.434
easyocr,mini,medio,mini_v1_JOK251_deg_medio.jpg,JOK251,JOK251,0.99,JOK251,viejo,True,0.439
easyocr,mini,fuerte,mini_v1_PV649EW_deg_fuerte.jpg,PV649EW,A378,0.003,A378,,False,0.53
easyocr,mini,leve,mini_v1_PV649EW_deg_leve.jpg,PV649EW,PV649EW,0.636,PV649EW,mercosur,True,0.467
easyocr,mini,medio,mini_v1_PV649EW_deg_medio.jpg,PV649EW,PV649EH,0.485,PV649EH,mercosur,False,0.599
easyocr,mini,fuerte,mini_v1_SX087DZ_deg_fuerte.jpg,SX087DZ,E,0.077,E,,False,0.525
easyocr,mini,leve,mini_v1_SX087DZ_deg_leve.jpg,SX087DZ,SX087DZ,1.0,SX087DZ,mercosur,True,0.42
easyocr,mini,medio,mini_v1_SX087DZ_deg_medio.jpg,SX087DZ,SX087DZ,0.946,SX087DZ,mercosur,True,0.59
easyocr,mini,fuerte,mini_v1_YIB703_deg_fuerte.jpg,YIB703,BA,0.007,BA,,False,0.562
easyocr,mini,leve,mini_v1_YIB703_deg_leve.jpg,YIB703,YIB703,0.973,YIB703,viejo,True,0.495
easyocr,mini,medio,mini_v1_YIB703_deg_medio.jpg,YIB703,YIB703,0.964,YIB703,viejo,True,0.625
easyocr,mini,fuerte,mini_v2_JOK251_deg_fuerte.jpg,JOK251,,0.0,,,False,0.084
easyocr,mini,leve,mini_v2_JOK251_deg_leve.jpg,JOK251,JOK251,0.785,JOK251,viejo,True,0.153
easyocr,mini,medio,mini_v2_JOK251_deg_medio.jpg,JOK251,17,0.109,17,,False,0.215
easyocr,mini,fuerte,mini_v2_PV649EW_deg_fuerte.jpg,PV649EW,,0.0,,,False,0.078
easyocr,mini,leve,mini_v2_PV649EW_deg_leve.jpg,PV649EW,PV649EK,0.586,PV649EK,mercosur,False,0.155
easyocr,mini,medio,mini_v2_PV649EW_deg_medio.jpg,PV649EW,M,0.027,M,,False,0.232
easyocr,mini,fuerte,mini_v2_SX087DZ_deg_fuerte.jpg,SX087DZ,,0.0,,,False,0.077
easyocr,mini,leve,mini_v2_SX087DZ_deg_leve.jpg,SX087DZ,SX0874DZ,0.312,SX0874DZ,,False,0.168
easyocr,mini,medio,mini_v2_SX087DZ_deg_medio.jpg,SX087DZ,U97U,0.014,U97U,,False,0.285
easyocr,mini,fuerte,mini_v2_YIB703_deg_fuerte.jpg,YIB703,,0.0,,,False,0.087
easyocr,mini,leve,mini_v2_YIB703_deg_leve.jpg,YIB703,YIB703,0.996,YIB703,viejo,True,0.149
easyocr,mini,medio,mini_v2_YIB703_deg_medio.jpg,YIB703,B3,0.029,B3,,False,0.228
paddleocr,chica,sin_degradar,chica_v1_AF520GN.jpg,AF520GN,AF520GN,0.978,AF520GN,mercosur,True,2.552
paddleocr,chica,sin_degradar,chica_v1_HM316QL.jpg,HM316QL,HM316QL,0.998,HM316QL,mercosur,True,2.021
paddleocr,chica,sin_degradar,chica_v1_TCU894.jpg,TCU894,TCU894,1.0,TCU894,viejo,True,1.834
paddleocr,chica,sin_degradar,chica_v1_ZWD167.jpg,ZWD167,ZWD167,1.0,ZWD167,viejo,True,2.409
paddleocr,chica,sin_degradar,chica_v2_AF520GN.jpg,AF520GN,AF520GN,0.984,AF520GN,mercosur,True,0.723
paddleocr,chica,sin_degradar,chica_v2_HM316QL.jpg,HM316QL,HM316QL,0.979,HM316QL,mercosur,True,0.743
paddleocr,chica,sin_degradar,chica_v2_TCU894.jpg,TCU894,TCU894,0.936,TCU894,viejo,True,0.77
paddleocr,chica,sin_degradar,chica_v2_ZWD167.jpg,ZWD167,ZWD167,1.0,ZWD167,viejo,True,0.791
paddleocr,grande,sin_degradar,grande_v1_DL908XR.jpg,DL908XR,DL908XR,0.997,DL908XR,mercosur,True,5.801
paddleocr,grande,sin_degradar,grande_v1_KGF480.jpg,KGF480,KGF480,0.999,KGF480,viejo,True,5.315
paddleocr,grande,sin_degradar,grande_v1_QW372ZP.jpg,QW372ZP,QW372ZP,0.996,QW372ZP,mercosur,True,5.299
paddleocr,grande,sin_degradar,grande_v1_VNH615.jpg,VNH615,VNH615,1.0,VNH615,viejo,True,6.601
paddleocr,grande,sin_degradar,grande_v2_DL908XR.jpg,DL908XR,DL908XR,1.0,DL908XR,mercosur,True,1.66
paddleocr,grande,sin_degradar,grande_v2_KGF480.jpg,KGF480,KGF480,1.0,KGF480,viejo,True,2.232
paddleocr,grande,sin_degradar,grande_v2_QW372ZP.jpg,QW372ZP,QW372ZP,1.0,QW372ZP,mercosur,True,1.543
paddleocr,grande,sin_degradar,grande_v2_VNH615.jpg,VNH615,VNH615,1.0,VNH615,viejo,True,2.157
paddleocr,grande,sin_degradar,grande_v3_DL908XR.jpg,DL908XR,DL908XR,0.999,DL908XR,mercosur,True,11.077
paddleocr,grande,sin_degradar,grande_v3_KGF480.jpg,KGF480,KGF480,1.0,KGF480,viejo,True,10.02
paddleocr,grande,sin_degradar,grande_v3_QW372ZP.jpg,QW372ZP,QW372ZP,1.0,QW372ZP,mercosur,True,10.984
paddleocr,grande,sin_degradar,grande_v3_VNH615.jpg,VNH615,VNH615,1.0,VNH615,viejo,True,9.743
paddleocr,media,sin_degradar,media_v1_BJ741CY.jpg,BJ741CY,BJ741CY,1.0,BJ741CY,mercosur,True,3.007
paddleocr,media,sin_degradar,media_v1_MPT236.jpg,MPT236,MPT236,1.0,MPT236,viejo,True,3.225
paddleocr,media,sin_degradar,media_v1_RE483UK.jpg,RE483UK,RE483UK,0.991,RE483UK,mercosur,True,3.116
paddleocr,media,sin_degradar,media_v1_XSO059.jpg,XSO059,XSO059,0.995,XSO059,viejo,True,2.8
paddleocr,media,sin_degradar,media_v2_BJ741CY.jpg,BJ741CY,BJ741CY,1.0,BJ741CY,mercosur,True,0.935
paddleocr,media,sin_degradar,media_v2_MPT236.jpg,MPT236,MPT236,1.0,MPT236,viejo,True,0.961
paddleocr,media,sin_degradar,media_v2_RE483UK.jpg,RE483UK,RE483UK,1.0,RE483UK,mercosur,True,0.993
paddleocr,media,sin_degradar,media_v2_XSO059.jpg,XSO059,XSO059,0.989,XSO059,viejo,True,0.965
paddleocr,mini,sin_degradar,mini_v1_JOK251.jpg,JOK251,J0K251,0.969,JOK251,viejo,True,1.274
paddleocr,mini,sin_degradar,mini_v1_PV649EW.jpg,PV649EW,PV649EW,1.0,PV649EW,mercosur,True,1.175
paddleocr,mini,sin_degradar,mini_v1_SX087DZ.jpg,SX087DZ,SX087DZ,1.0,SX087DZ,mercosur,True,2.29
paddleocr,mini,sin_degradar,mini_v1_YIB703.jpg,YIB703,YIB703,1.0,YIB703,viejo,True,1.582
paddleocr,mini,sin_degradar,mini_v2_JOK251.jpg,JOK251,J0K251,0.959,JOK251,viejo,True,0.566
paddleocr,mini,sin_degradar,mini_v2_PV649EW.jpg,PV649EW,PV649EW,1.0,PV649EW,mercosur,True,0.531
paddleocr,mini,sin_degradar,mini_v2_SX087DZ.jpg,SX087DZ,SX087DZ,1.0,SX087DZ,mercosur,True,0.494
paddleocr,mini,sin_degradar,mini_v2_YIB703.jpg,YIB703,YIB703,1.0,YIB703,viejo,True,0.524
paddleocr,chica,fuerte,chica_v1_AF520GN_deg_fuerte.jpg,AF520GN,ÀAF520GN,0.586,ÀAF520GN,,False,3.059
paddleocr,chica,leve,chica_v1_AF520GN_deg_leve.jpg,AF520GN,AF520GN,0.995,AF520GN,mercosur,True,2.328
paddleocr,chica,medio,chica_v1_AF520GN_deg_medio.jpg,AF520GN,AF520GN,0.969,AF520GN,mercosur,True,2.484
paddleocr,chica,fuerte,chica_v1_HM316QL_deg_fuerte.jpg,HM316QL,ÈHH316DL,0.638,ÈHH316DL,,False,2.998
paddleocr,chica,leve,chica_v1_HM316QL_deg_leve.jpg,HM316QL,HM316QL,1.0,HM316QL,mercosur,True,2.093
paddleocr,chica,medio,chica_v1_HM316QL_deg_medio.jpg,HM316QL,HM316QL,1.0,HM316QL,mercosur,True,1.994
paddleocr,chica,fuerte,chica_v1_TCU894_deg_fuerte.jpg,TCU894,TCU894,0.999,TCU894,viejo,True,1.948
paddleocr,chica,leve,chica_v1_TCU894_deg_leve.jpg,TCU894,TCU894,1.0,TCU894,viejo,True,2.024
paddleocr,chica,medio,chica_v1_TCU894_deg_medio.jpg,TCU894,TCU894,0.96,TCU894,viejo,True,2.107
paddleocr,chica,fuerte,chica_v1_ZWD167_deg_fuerte.jpg,ZWD167,ZWD167Á,0.776,ZWD167Á,,False,3.261
paddleocr,chica,leve,chica_v1_ZWD167_deg_leve.jpg,ZWD167,ZWD167,1.0,ZWD167,viejo,True,2.815
paddleocr,chica,medio,chica_v1_ZWD167_deg_medio.jpg,ZWD167,ZWD167,1.0,ZWD167,viejo,True,2.473
paddleocr,chica,fuerte,chica_v2_AF520GN_deg_fuerte.jpg,AF520GN,,0.0,,,False,0.42
paddleocr,chica,leve,chica_v2_AF520GN_deg_leve.jpg,AF520GN,AF520GN,0.954,AF520GN,mercosur,True,0.766
paddleocr,chica,medio,chica_v2_AF520GN_deg_medio.jpg,AF520GN,AF,0.999,AF,,False,0.721
paddleocr,chica,fuerte,chica_v2_HM316QL_deg_fuerte.jpg,HM316QL,,0.0,,,False,0.419
paddleocr,chica,leve,chica_v2_HM316QL_deg_leve.jpg,HM316QL,HM316QL,1.0,HM316QL,mercosur,True,0.761
paddleocr,chica,medio,chica_v2_HM316QL_deg_medio.jpg,HM316QL,HM316OL,0.935,HM316OL,mercosur,False,0.788
paddleocr,chica,fuerte,chica_v2_TCU894_deg_fuerte.jpg,TCU894,,0.0,,,False,0.466
paddleocr,chica,leve,chica_v2_TCU894_deg_leve.jpg,TCU894,TCU894,1.0,TCU894,viejo,True,0.715
paddleocr,chica,medio,chica_v2_TCU894_deg_medio.jpg,TCU894,TCU894,0.939,TCU894,viejo,True,0.686
paddleocr,chica,fuerte,chica_v2_ZWD167_deg_fuerte.jpg,ZWD167,,0.0,,,False,0.391
paddleocr,chica,leve,chica_v2_ZWD167_deg_leve.jpg,ZWD167,ZWD167,1.0,ZWD167,viejo,True,0.741
paddleocr,chica,medio,chica_v2_ZWD167_deg_medio.jpg,ZWD167,ZWD167,0.999,ZWD167,viejo,True,0.673
paddleocr,grande,fuerte,grande_v1_DL908XR_deg_fuerte.jpg,DL908XR,DL908XRÀ,0.619,DL908XRÀ,,False,6.712
paddleocr,grande,leve,grande_v1_DL908XR_deg_leve.jpg,DL908XR,DL908XR,0.999,DL908XR,mercosur,True,6.198
paddleocr,grande,medio,grande_v1_DL908XR_deg_medio.jpg,DL908XR,DL908XR,0.988,DL908XR,mercosur,True,5.955
paddleocr,grande,fuerte,grande_v1_KGF480_deg_fuerte.jpg,KGF480,KGF480,0.998,KGF480,viejo,True,5.871
paddleocr,grande,leve,grande_v1_KGF480_deg_leve.jpg,KGF480,KGF480,0.989,KGF480,viejo,True,5.543
paddleocr,grande,medio,grande_v1_KGF480_deg_medio.jpg,KGF480,KGF480,0.999,KGF480,viejo,True,5.402
paddleocr,grande,fuerte,grande_v1_QW372ZP_deg_fuerte.jpg,QW372ZP,QW372ZP,1.0,QW372ZP,mercosur,True,5.514
paddleocr,grande,leve,grande_v1_QW372ZP_deg_leve.jpg,QW372ZP,QW372ZP,0.996,QW372ZP,mercosur,True,5.595
paddleocr,grande,medio,grande_v1_QW372ZP_deg_medio.jpg,QW372ZP,QW372ZP,0.999,QW372ZP,mercosur,True,5.967
paddleocr,grande,fuerte,grande_v1_VNH615_deg_fuerte.jpg,VNH615,VNH61555,0.742,VNH61555,,False,7.964
paddleocr,grande,leve,grande_v1_VNH615_deg_leve.jpg,VNH615,VNH615,1.0,VNH615,viejo,True,6.137
paddleocr,grande,medio,grande_v1_VNH615_deg_medio.jpg,VNH615,VNH615,1.0,VNH615,viejo,True,6.078
paddleocr,grande,fuerte,grande_v2_DL908XR_deg_fuerte.jpg,DL908XR,7L406XR,0.7,7L406XR,,False,1.397
paddleocr,grande,leve,grande_v2_DL908XR_deg_leve.jpg,DL908XR,DL908XR,1.0,DL908XR,mercosur,True,1.587
paddleocr,grande,medio,grande_v2_DL908XR_deg_medio.jpg,DL908XR,DL908XR,1.0,DL908XR,mercosur,True,1.478
paddleocr,grande,fuerte,grande_v2_KGF480_deg_fuerte.jpg,KGF480,,0.0,,,False,1.168
paddleocr,grande,leve,grande_v2_KGF480_deg_leve.jpg,KGF480,KGF480,0.999,KGF480,viejo,True,1.568
paddleocr,grande,medio,grande_v2_KGF480_deg_medio.jpg,KGF480,KGF480,0.997,KGF480,viejo,True,1.625
paddleocr,grande,fuerte,grande_v2_QW372ZP_deg_fuerte.jpg,QW372ZP,U437229,0.86,U4372Z9,,False,1.605
paddleocr,grande,leve,grande_v2_QW372ZP_deg_leve.jpg,QW372ZP,QW372ZP,1.0,QW372ZP,mercosur,True,1.512
paddleocr,grande,medio,grande_v2_QW372ZP_deg_medio.jpg,QW372ZP,QW372ZP,1.0,QW372ZP,mercosur,True,1.511
paddleocr,grande,fuerte,grande_v2_VNH615_deg_fuerte.jpg,VNH615,,0.0,,,False,1.139
paddleocr,grande,leve,grande_v2_VNH615_deg_leve.jpg,VNH615,VNH615,1.0,VNH615,viejo,True,2.37
paddleocr,grande,medio,grande_v2_VNH615_deg_medio.jpg,VNH615,VNH615,1.0,VNH615,viejo,True,1.763
paddleocr,grande,fuerte,grande_v3_DL908XR_deg_fuerte.jpg,DL908XR,DL908XR,1.0,DL908XR,mercosur,True,12.11
paddleocr,grande,leve,grande_v3_DL908XR_deg_leve.jpg,DL908XR,DL908XR,1.0,DL908XR,mercosur,True,11.87
paddleocr,grande,medio,grande_v3_DL908XR_deg_medio.jpg,DL908XR,DL908XR,1.0,DL908XR,mercosur,True,12.196
paddleocr,grande,fuerte,grande_v3_KGF480_deg_fuerte.jpg,KGF480,3KGF480,0.579,3KGF4BO,,False,10.733
paddleocr,grande,leve,grande_v3_KGF480_deg_leve.jpg,KGF480,KGF480,0.998,KGF480,viejo,True,10.282
paddleocr,grande,medio,grande_v3_KGF480_deg_medio.jpg,KGF480,KGF480,0.999,KGF480,viejo,True,10.58
paddleocr,grande,fuerte,grande_v3_QW372ZP_deg_fuerte.jpg,QW372ZP,QW372ZPOL7–,0.488,QW372ZPOL7–,,False,12.585
paddleocr,grande,leve,grande_v3_QW372ZP_deg_leve.jpg,QW372ZP,QW372ZP,1.0,QW372ZP,mercosur,True,10.752
paddleocr,grande,medio,grande_v3_QW372ZP_deg_medio.jpg,QW372ZP,QW372ZP,1.0,QW372ZP,mercosur,True,11.109
paddleocr,grande,fuerte,grande_v3_VNH615_deg_fuerte.jpg,VNH615,11福VNH615É新1,0.411,11福VNH615É新1,,False,12.809
paddleocr,grande,leve,grande_v3_VNH615_deg_leve.jpg,VNH615,VNH615,0.961,VNH615,viejo,True,10.647
paddleocr,grande,medio,grande_v3_VNH615_deg_medio.jpg,VNH615,VNH615,0.98,VNH615,viejo,True,10.792
paddleocr,media,fuerte,media_v1_BJ741CY_deg_fuerte.jpg,BJ741CY,«BJ741CY5,0.661,«BJ741CY5,,False,4.737
paddleocr,media,leve,media_v1_BJ741CY_deg_leve.jpg,BJ741CY,BJ741CY,0.994,BJ741CY,mercosur,True,3.2
paddleocr,media,medio,media_v1_BJ741CY_deg_medio.jpg,BJ741CY,BJ741CY,0.991,BJ741CY,mercosur,True,3.277
paddleocr,media,fuerte,media_v1_MPT236_deg_fuerte.jpg,MPT236,MPT236A»,0.705,MPT236A»,,False,3.986
paddleocr,media,leve,media_v1_MPT236_deg_leve.jpg,MPT236,MPT236,1.0,MPT236,viejo,True,3.368
paddleocr,media,medio,media_v1_MPT236_deg_medio.jpg,MPT236,MPT236,1.0,MPT236,viejo,True,3.319
paddleocr,media,fuerte,media_v1_RE483UK_deg_fuerte.jpg,RE483UK,RE483UK,0.998,RE483UK,mercosur,True,3.257
paddleocr,media,leve,media_v1_RE483UK_deg_leve.jpg,RE483UK,RE483UK,0.991,RE483UK,mercosur,True,2.992
paddleocr,media,medio,media_v1_RE483UK_deg_medio.jpg,RE483UK,RE483UK,0.993,RE483UK,mercosur,True,3.485
paddleocr,media,fuerte,media_v1_XSO059_deg_fuerte.jpg,XSO059,XS0059MOÀ,0.75,XS0059MOÀ,,False,4.81
paddleocr,media,leve,media_v1_XSO059_deg_leve.jpg,XSO059,XSO059,0.987,XSO059,viejo,True,2.789
paddleocr,media,medio,media_v1_XSO059_deg_medio.jpg,XSO059,XSO059,0.981,XSO059,viejo,True,2.869
paddleocr,media,fuerte,media_v2_BJ741CY_deg_fuerte.jpg,BJ741CY,,0.0,,,False,0.664
paddleocr,media,leve,media_v2_BJ741CY_deg_leve.jpg,BJ741CY,BJ741CY,1.0,BJ741CY,mercosur,True,1.021
paddleocr,media,medio,media_v2_BJ741CY_deg_medio.jpg,BJ741CY,BJ741CY,0.999,BJ741CY,mercosur,True,1.001
paddleocr,media,fuerte,media_v2_MPT236_deg_fuerte.jpg,MPT236,À,0.332,À,,False,0.977
paddleocr,media,leve,media_v2_MPT236_deg_leve.jpg,MPT236,MPT236,1.0,MPT236,viejo,True,0.972
paddleocr,media,medio,media_v2_MPT236_deg_medio.jpg,MPT236,MPT236,1.0,MPT236,viejo,True,0.999
paddleocr,media,fuerte,media_v2_RE483UK_deg_fuerte.jpg,RE483UK,,0.0,,,False,0.587
paddleocr,media,leve,media_v2_RE483UK_deg_leve.jpg,RE483UK,RE483UK,1.0,RE483UK,mercosur,True,1.051
paddleocr,media,medio,media_v2_RE483UK_deg_medio.jpg,RE483UK,SRE483UK,0.859,SRE483UK,,False,1.728
paddleocr,media,fuerte,media_v2_XSO059_deg_fuerte.jpg,XSO059,,0.0,,,False,0.481
paddleocr,media,leve,media_v2_XSO059_deg_leve.jpg,XSO059,XSO059,0.984,XSO059,viejo,True,0.81
paddleocr,media,medio,media_v2_XSO059_deg_medio.jpg,XSO059,XSO059,0.938,XSO059,viejo,True,0.863
paddleocr,mini,fuerte,mini_v1_JOK251_deg_fuerte.jpg,JOK251,,0.0,,,False,0.838
paddleocr,mini,leve,mini_v1_JOK251_deg_leve.jpg,JOK251,J0K251,0.971,JOK251,viejo,True,1.153
paddleocr,mini,medio,mini_v1_JOK251_deg_medio.jpg,JOK251,J0K251,0.985,JOK251,viejo,True,1.106
paddleocr,mini,fuerte,mini_v1_PV649EW_deg_fuerte.jpg,PV649EW,2,0.401,2,,False,1.119
paddleocr,mini,leve,mini_v1_PV649EW_deg_leve.jpg,PV649EW,PV649EW,0.988,PV649EW,mercosur,True,1.169
paddleocr,mini,medio,mini_v1_PV649EW_deg_medio.jpg,PV649EW,PV649EW,0.957,PV649EW,mercosur,True,1.071
paddleocr,mini,fuerte,mini_v1_SX087DZ_deg_fuerte.jpg,SX087DZ,À,0.881,À,,False,1.199
paddleocr,mini,leve,mini_v1_SX087DZ_deg_leve.jpg,SX087DZ,SX087DZ,1.0,SX087DZ,mercosur,True,1.111
paddleocr,mini,medio,mini_v1_SX087DZ_deg_medio.jpg,SX087DZ,SX087DZ,1.0,SX087DZ,mercosur,True,1.236
paddleocr,mini,fuerte,mini_v1_YIB703_deg_fuerte.jpg,YIB703,,0.0,,,False,0.874
paddleocr,mini,leve,mini_v1_YIB703_deg_leve.jpg,YIB703,YIB703,1.0,YIB703,viejo,True,1.237
paddleocr,mini,medio,mini_v1_YIB703_deg_medio.jpg,YIB703,YIB703,1.0,YIB703,viejo,True,1.344
paddleocr,mini,fuerte,mini_v2_JOK251_deg_fuerte.jpg,JOK251,,0.0,,,False,0.258
paddleocr,mini,leve,mini_v2_JOK251_deg_leve.jpg,JOK251,J0K251,0.958,JOK251,viejo,True,0.574
paddleocr,mini,medio,mini_v2_JOK251_deg_medio.jpg,JOK251,JOK2514,0.932,JOK25I4,,False,1.256
paddleocr,mini,fuerte,mini_v2_PV649EW_deg_fuerte.jpg,PV649EW,,0.0,,,False,0.192
paddleocr,mini,leve,mini_v2_PV649EW_deg_leve.jpg,PV649EW,PV649EW,0.959,PV649EW,mercosur,True,0.513
paddleocr,mini,medio,mini_v2_PV649EW_deg_medio.jpg,PV649EW,PV149LV,0.839,PV149LV,mercosur,False,0.583
paddleocr,mini,fuerte,mini_v2_SX087DZ_deg_fuerte.jpg,SX087DZ,,0.0,,,False,0.204
paddleocr,mini,leve,mini_v2_SX087DZ_deg_leve.jpg,SX087DZ,SX087DZ,1.0,SX087DZ,mercosur,True,0.538
paddleocr,mini,medio,mini_v2_SX087DZ_deg_medio.jpg,SX087DZ,9022,0.506,9022,,False,0.574
paddleocr,mini,fuerte,mini_v2_YIB703_deg_fuerte.jpg,YIB703,,0.0,,,False,0.231
paddleocr,mini,leve,mini_v2_YIB703_deg_leve.jpg,YIB703,YIB703,0.989,YIB703,viejo,True,0.551
paddleocr,mini,medio,mini_v2_YIB703_deg_medio.jpg,YIB703,Y1B703,0.929,YIB703,viejo,True,0.613
